"transaction_id","transaction_date","amount","currency_code","currency_symbol","description","category_id","category_name","is_expense","is_cancelled","is_refund","original_transaction_id","signed_amount","created_at","updated_at"
"482","18/12/2023 16:38:00","76958.52","TJS","ЅМ","Покупка Путешествия Сайт на рынке #471","15","Путешествия","t","f","f",,"-76958.52","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"484","26/2/2025 08:50:00","360.17","TJS","ЅМ","Приобретение Общественный транспорт Супермаркет на рынке #473","5","Общественный транспорт","t","f","f",,"-360.17","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"485","14/10/2024 09:31:00","28.32","RUB","₽","Заказ Транспорт Приложение вокзал #474","3","Транспорт","t","f","f",,"-28.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"486","17/4/2024 12:10:00","62.52","RUB","₽","Приобретение Местные продукты Филиал улица #475","26","Местные продукты","t","f","f",,"-62.52","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"487","23/10/2024 20:22:00","2736.97","RUB","₽","Оплата Аптека Кафе улица #476","20","Аптека","t","f","f",,"-2736.97","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"488","27/6/2025 13:06:00","12526.81","TJS","ЅМ","Оплата Книги Ресторан в ТЦ #477","22","Книги","t","f","f",,"-12526.81","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"489","12/8/2025 22:09:00","6814.42","TJS","ЅМ","Оплата Развлечения Онлайн вокзал #478","10","Развлечения","t","f","f",,"-6814.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"490","24/5/2024 20:26:00","36.23","RUB","₽","Приобретение Местные продукты Кафе на рынке #479","26","Местные продукты","t","f","f",,"-36.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"491","17/12/2024 20:48:00","444.5","TJS","ЅМ","Приобретение Общественный транспорт Аптека в ТЦ #480","5","Общественный транспорт","t","f","f",,"-444.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"492","11/8/2025 18:09:00","151911.44","TJS","ЅМ","Оплата Подарки Сайт возле дома #481","18","Подарки","f","f","f",,"151911.44","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"493","10/4/2025 22:58:00","73.82","RUB","₽","Заказ Такси Сайт в ТЦ #482","4","Такси","t","f","f",,"-73.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"494","2/7/2024 17:39:00","1928.53","RUB","₽","Оплата заказа Аренда жилья Онлайн улица #483","24","Аренда жилья","t","f","f",,"-1928.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"495","23/2/2024 03:46:00","6795.16","RUB","₽","Оплата заказа Электроника Ресторан в ТЦ #484","9","Электроника","t","f","f",,"-6795.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"496","12/2/2024 03:08:00","1087.28","RUB","₽","Оплата Образование Приложение возле дома #485","14","Образование","t","f","f",,"-1087.28","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"497","20/3/2024 04:41:00","839807.39","TJS","ЅМ","Оплата заказа Зарплата Аптека в ТЦ #486","16","Зарплата","f","f","f",,"839807.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"498","1/4/2025 17:03:00","47.34","RUB","₽","Приобретение Транспорт Аптека улица #487","3","Транспорт","t","f","t",,"-47.34","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"499","2/7/2025 17:57:00","7367.34","TJS","ЅМ","Оплата заказа Книги Супермаркет улица #488","22","Книги","t","f","f",,"-7367.34","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"500","8/5/2025 03:45:00","480.14","TJS","ЅМ","Оплата Такси Супермаркет возле дома #489","4","Такси","t","f","f",,"-480.14","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"501","28/1/2024 06:21:00","1128.8","TJS","ЅМ","Расход Кафе и рестораны Филиал улица #490","2","Кафе и рестораны","t","f","f",,"-1128.8","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"502","12/7/2025 23:26:00","11138.03","RUB","₽","Расход Путешествия Онлайн на рынке #491","15","Путешествия","t","f","f",,"-11138.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"503","20/6/2025 08:08:00","726.04","TJS","ЅМ","Покупка Продукты питания Супермаркет вокзал #492","1","Продукты питания","t","f","f",,"-726.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"504","14/9/2024 21:13:00","101.04","RUB","₽","Оплата заказа Кафе и рестораны Сайт аэропорт #493","2","Кафе и рестораны","t","f","f",,"-101.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"505","6/1/2024 04:13:00","3423.99","RUB","₽","Заказ Связь и интернет Филиал улица #494","13","Связь и интернет","t","f","f",,"-3423.99","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"506","2/3/2025 20:40:00","81.08","RUB","₽","Расход Продукты питания Офис онлайн #495","1","Продукты питания","t","f","f",,"-81.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"507","20/11/2024 19:33:00","84159.13","TJS","ЅМ","Покупка Путешествия Кафе аэропорт #496","15","Путешествия","t","f","f",,"-84159.13","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"508","9/2/2025 15:55:00","113504.89","RUB","₽","Оплата заказа Фриланс Онлайн улица #497","17","Фриланс","f","f","f",,"113504.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"509","17/3/2025 03:45:00","95.96","RUB","₽","Покупка Кафе и рестораны Офис на рынке #498","2","Кафе и рестораны","t","f","f",,"-95.96","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"510","4/8/2025 13:42:00","300.27","RUB","₽","Оплата Такси (Таджикистан) Аптека в ТЦ #499","25","Такси (Таджикистан)","t","f","t",,"-300.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"511","17/2/2024 04:55:00","30434.08","TJS","ЅМ","Приобретение Коммунальные услуги Офис вокзал #500","12","Коммунальные услуги","t","f","f",,"-30434.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"512","8/5/2025 07:06:00","1324207.61","TJS","ЅМ","Заказ Зарплата Сайт улица #501","16","Зарплата","f","f","f",,"1324207.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"513","5/3/2024 10:41:00","50.42","RUB","₽","Оплата Кафе и рестораны Филиал вокзал #502","2","Кафе и рестораны","t","f","f",,"-50.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"514","2/8/2025 22:10:00","68.02","RUB","₽","Приобретение Кафе и рестораны Офис аэропорт #503","2","Кафе и рестораны","t","f","f",,"-68.02","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"515","8/1/2025 11:22:00","5412.84","TJS","ЅМ","Оплата заказа Машина Приложение улица #504","6","Машина","t","f","f",,"-5412.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"516","14/12/2023 14:32:00","7254.33","TJS","ЅМ","Приобретение Развлечения Онлайн улица #505","10","Развлечения","t","f","f",,"-7254.33","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"517","29/7/2024 15:21:00","1086.56","RUB","₽","Приобретение Фитнес Филиал в центре #506","21","Фитнес","t","f","f",,"-1086.56","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"518","6/11/2024 21:22:00","11300.08","TJS","ЅМ","Оплата заказа Образование Магазин вокзал #507","14","Образование","t","f","f",,"-11300.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"519","3/11/2025 03:03:00","10825.57","USD","$","Оплата Сувениры Аптека на рынке #508","27","Сувениры","t","f","f",,"-10825.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"520","28/9/2024 03:03:00","19157.55","TJS","ЅМ","Оплата Связь и интернет Магазин на рынке #509","13","Связь и интернет","t","f","f",,"-19157.55","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"521","6/10/2024 10:19:00","147.2","RUB","₽","Оплата Сувениры Сайт вокзал #510","27","Сувениры","t","f","f",,"-147.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"522","4/5/2024 17:48:00","1248.97","RUB","₽","Оплата заказа Фитнес Кафе онлайн #511","21","Фитнес","t","f","f",,"-1248.97","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"523","21/5/2025 23:11:00","61059.04","RUB","₽","Оплата Фриланс Супермаркет вокзал #512","17","Фриланс","f","f","f",,"61059.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"524","15/11/2025 19:00:00","25775.12","TJS","ЅМ","Приобретение Онлайн-курсы Аптека в ТЦ #513","23","Онлайн-курсы","t","f","f",,"-25775.12","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"525","17/8/2025 09:49:00","1674.11","RUB","₽","Приобретение Онлайн-курсы Приложение в ТЦ #514","23","Онлайн-курсы","t","f","f",,"-1674.11","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"526","22/8/2025 08:13:00","124.97","RUB","₽","Приобретение Кафе и рестораны Ресторан на рынке #515","2","Кафе и рестораны","t","f","f",,"-124.97","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"527","7/12/2024 17:18:00","54.34","RUB","₽","Оплата Местные продукты Магазин улица #516","26","Местные продукты","t","f","f",,"-54.34","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"528","5/4/2025 10:55:00","17333.16","KZT","₸","Расход Фриланс Кафе аэропорт #517","17","Фриланс","f","f","f",,"17333.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"529","3/11/2024 05:26:00","57.19","RUB","₽","Приобретение Кафе и рестораны Приложение онлайн #518","2","Кафе и рестораны","t","f","f",,"-57.19","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"530","18/8/2025 16:08:00","3083.74","TJS","ЅМ","Приобретение Такси (Таджикистан) Кафе возле дома #519","25","Такси (Таджикистан)","t","f","f",,"-3083.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"531","14/7/2025 02:53:00","1483.91","RUB","₽","Оплата Красота и здоровье Магазин возле дома #520","11","Красота и здоровье","t","f","f",,"-1483.91","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"532","24/11/2024 09:07:00","44.98","RUB","₽","Приобретение Местные продукты Офис в ТЦ #521","26","Местные продукты","t","f","f",,"-44.98","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"533","16/8/2024 02:11:00","70.73","RUB","₽","Заказ Такси Супермаркет аэропорт #522","4","Такси","t","f","f",,"-70.73","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"534","2/3/2024 16:05:00","2388.78","RUB","₽","Приобретение Коммунальные услуги Супермаркет вокзал #523","12","Коммунальные услуги","t","f","f",,"-2388.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"535","2/12/2025 14:15:00","4972.35","TJS","ЅМ","Расход Машина Филиал в ТЦ #524","6","Машина","t","f","f",,"-4972.35","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"536","24/4/2024 16:36:00","1609.02","RUB","₽","Заказ Образование Кафе аэропорт #525","14","Образование","t","f","f",,"-1609.02","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"537","11/8/2025 18:38:00","980.76","TJS","ЅМ","Заказ Продукты питания Филиал в ТЦ #526","1","Продукты питания","t","f","f",,"-980.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"538","1/4/2024 07:54:00","338127.52","TJS","ЅМ","Оплата заказа Фриланс Сайт в центре #527","17","Фриланс","f","f","f",,"338127.52","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"539","19/6/2025 21:39:00","6111.83","TJS","ЅМ","Приобретение Такси (Таджикистан) Аптека аэропорт #528","25","Такси (Таджикистан)","t","f","f",,"-6111.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"540","30/5/2025 20:38:00","3115.57","TJS","ЅМ","Расход Машина Ресторан онлайн #529","6","Машина","t","f","f",,"-3115.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"541","23/1/2024 03:40:00","3715.36","RUB","₽","Оплата заказа Онлайн-курсы Магазин возле дома #530","23","Онлайн-курсы","t","f","f",,"-3715.36","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"542","24/8/2024 09:28:00","5853.6","USD","$","Покупка Сувениры Сайт возле дома #531","27","Сувениры","t","f","f",,"-5853.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"543","5/1/2024 16:05:00","3002.57","RUB","₽","Покупка Онлайн-курсы Супермаркет онлайн #532","23","Онлайн-курсы","t","f","f",,"-3002.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"544","27/1/2025 09:19:00","4458.9","RUB","₽","Расход Связь и интернет Аптека на рынке #533","13","Связь и интернет","t","f","f",,"-4458.9","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"545","1/8/2024 11:46:00","78.54","RUB","₽","Расход Покупки Кафе онлайн #534","7","Покупки","t","f","f",,"-78.54","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"546","15/5/2025 02:22:00","1694.89","RUB","₽","Оплата заказа Книги Офис возле дома #535","22","Книги","t","f","f",,"-1694.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"547","15/10/2025 16:21:00","15185.39","RUB","₽","Приобретение Подарки Ресторан онлайн #536","18","Подарки","f","f","f",,"15185.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"548","9/12/2023 00:53:00","80154.34","RUB","₽","Оплата заказа Фриланс Ресторан улица #537","17","Фриланс","f","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"549","25/10/2024 02:19:00","1482532.43","EUR","€","Приобретение Подарки Магазин вокзал #538","18","Подарки","f","f","f",,"1482532.43","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"550","27/11/2024 13:15:00","3261.08","RUB","₽","Оплата Электроника Приложение возле дома #539","9","Электроника","t","f","t",,"-3261.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"551","13/1/2025 10:38:00","18062.91","TJS","ЅМ","Оплата Образование Ресторан на рынке #540","14","Образование","t","f","f",,"-18062.91","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"552","27/9/2024 10:18:00","7325.89","RUB","₽","Приобретение Подарки Аптека аэропорт #541","18","Подарки","f","f","f",,"7325.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"553","12/5/2025 11:42:00","74990.49","TJS","ЅМ","Покупка Подарки Офис улица #542","18","Подарки","f","f","f",,"74990.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"554","18/6/2024 22:18:00","424.83","RUB","₽","Заказ Такси (Таджикистан) Филиал возле дома #543","25","Такси (Таджикистан)","t","f","f",,"-424.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"555","8/10/2024 11:18:00","612430.46","EUR","€","Заказ Электроника Филиал в ТЦ #544","9","Электроника","t","f","f",,"-612430.46","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"556","2/2/2024 14:59:00","4319.25","RUB","₽","Покупка Онлайн-курсы Онлайн улица #545","23","Онлайн-курсы","t","f","f",,"-4319.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"557","13/2/2024 08:08:00","1083","TJS","ЅМ","Покупка Продукты питания Супермаркет в ТЦ #546","1","Продукты питания","t","f","f",,"-1083","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"558","7/9/2024 12:36:00","182306.89","RUB","₽","Заказ Зарплата Кафе возле дома #547","16","Зарплата","f","f","f",,"182306.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"559","4/9/2024 12:24:00","88.86","RUB","₽","Покупка Покупки Ресторан вокзал #548","7","Покупки","t","f","f",,"-88.86","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"560","27/7/2024 11:15:00","25065.69","TJS","ЅМ","Приобретение Связь и интернет Филиал улица #549","13","Связь и интернет","t","f","f",,"-25065.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"561","17/10/2025 14:19:00","1383.61","RUB","₽","Заказ Аренда жилья Кафе возле дома #550","24","Аренда жилья","t","f","f",,"-1383.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"562","15/7/2024 19:12:00","1539808.62","TJS","ЅМ","Покупка Зарплата Магазин в центре #551","16","Зарплата","f","f","f",,"1539808.62","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"563","18/6/2025 17:56:00","569.76","RUB","₽","Приобретение Такси (Таджикистан) Приложение в ТЦ #552","25","Такси (Таджикистан)","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"564","13/10/2024 09:49:00","31141.23","TJS","ЅМ","Оплата заказа Онлайн-курсы Супермаркет в ТЦ #553","23","Онлайн-курсы","t","f","f",,"-31141.23","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"565","7/6/2025 22:33:00","9168.64","RUB","₽","Оплата Подарки Супермаркет в ТЦ #554","18","Подарки","f","f","f",,"9168.64","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"566","15/11/2024 12:35:00","1615.1","RUB","₽","Расход Аренда жилья Филиал в ТЦ #555","24","Аренда жилья","t","f","f",,"-1615.1","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"567","17/1/2024 00:47:00","633.5","RUB","₽","Оплата заказа Красота и здоровье Онлайн вокзал #556","11","Красота и здоровье","t","f","f",,"-633.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"568","23/9/2024 08:09:00","227.94","TJS","ЅМ","Расход Местные продукты Аптека аэропорт #557","26","Местные продукты","t","f","f",,"-227.94","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"569","27/12/2024 23:47:00","1361.42","RUB","₽","Покупка Красота и здоровье Филиал улица #558","11","Красота и здоровье","t","f","f",,"-1361.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"570","24/5/2025 08:19:00","15347.82","TJS","ЅМ","Оплата Аптека Филиал онлайн #559","20","Аптека","t","f","f",,"-15347.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"571","15/7/2024 15:14:00","1129.55","RUB","₽","Оплата Аренда жилья Магазин онлайн #560","24","Аренда жилья","t","f","f",,"-1129.55","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"572","4/8/2025 22:25:00","3843.4","RUB","₽","Расход Электроника Приложение улица #561","9","Электроника","t","f","f",,"-3843.4","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"573","27/12/2024 12:48:00","610.15","RUB","₽","Заказ Фитнес Кафе улица #562","21","Фитнес","t","f","f",,"-610.15","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"574","4/5/2025 16:54:00","490.89","TJS","ЅМ","Покупка Общественный транспорт Сайт в центре #563","5","Общественный транспорт","t","f","f",,"-490.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"575","13/10/2024 08:04:00","121788.82","RUB","₽","Оплата Зарплата Супермаркет на рынке #564","16","Зарплата","f","f","f",,"121788.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"576","12/10/2025 23:04:00","54.33","RUB","₽","Покупка Продукты питания Кафе в ТЦ #565","1","Продукты питания","t","f","f",,"-54.33","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"577","28/2/2025 10:58:00","519.56","TJS","ЅМ","Оплата Такси Офис на рынке #566","4","Такси","t","f","f",,"-519.56","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"578","17/8/2024 22:05:00","133.11","RUB","₽","Оплата Сувениры Онлайн в центре #567","27","Сувениры","t","f","f",,"-133.11","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"579","10/10/2024 18:27:00","68899.35","TJS","ЅМ","Покупка Подарки Ресторан на рынке #568","18","Подарки","f","f","f",,"68899.35","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"580","15/4/2024 05:13:00","1555.42","RUB","₽","Покупка Фитнес Онлайн аэропорт #569","21","Фитнес","t","f","f",,"-1555.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"581","10/5/2025 09:00:00","30842.33","TJS","ЅМ","Покупка Связь и интернет Кафе в центре #570","13","Связь и интернет","t","f","f",,"-30842.33","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"582","23/6/2025 14:03:00","17760.24","TJS","ЅМ","Приобретение Книги Офис вокзал #571","22","Книги","t","f","f",,"-17760.24","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"583","20/5/2024 03:13:00","109537.37","TJS","ЅМ","Расход Подарки Офис онлайн #572","18","Подарки","f","f","f",,"109537.37","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"584","24/7/2025 18:03:00","88379.2","RUB","₽","Оплата Фриланс Магазин улица #573","17","Фриланс","f","f","f",,"88379.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"585","21/6/2025 01:31:00","62818.19","TJS","ЅМ","Покупка Подарки Магазин вокзал #574","18","Подарки","f","f","f",,"62818.19","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"586","26/8/2024 14:18:00","85173.07","RUB","₽","Оплата заказа Фриланс Ресторан в центре #575","17","Фриланс","f","f","f",,"85173.07","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"587","26/12/2024 16:47:00","3472.89","RUB","₽","Покупка Коммунальные услуги Кафе на рынке #576","12","Коммунальные услуги","t","f","f",,"-3472.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"588","22/4/2024 00:20:00","1071.04","RUB","₽","Покупка Одежда и обувь Офис на рынке #577","8","Одежда и обувь","t","f","f",,"-1071.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"589","31/5/2025 06:15:00","1992.16","RUB","₽","Приобретение Аптека Кафе аэропорт #578","20","Аптека","t","f","f",,"-1992.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"590","20/9/2025 14:22:00","64.75","RUB","₽","Приобретение Общественный транспорт Онлайн в ТЦ #579","5","Общественный транспорт","t","f","f",,"-64.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"591","16/4/2025 13:26:00","60.97","RUB","₽","Покупка Местные продукты Онлайн на рынке #580","26","Местные продукты","t","f","f",,"-60.97","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"592","28/3/2024 01:54:00","50.83","RUB","₽","Оплата Такси Супермаркет онлайн #581","4","Такси","t","f","f",,"-50.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"593","24/6/2025 20:00:00","10342.86","TJS","ЅМ","Расход Красота и здоровье Сайт аэропорт #582","11","Красота и здоровье","t","f","f",,"-10342.86","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"594","12/8/2024 09:06:00","64.14","RUB","₽","Приобретение Кафе и рестораны Супермаркет аэропорт #583","2","Кафе и рестораны","t","f","f",,"-64.14","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"595","6/8/2024 17:43:00","1130.82","TJS","ЅМ","Покупка Сувениры Приложение в ТЦ #584","27","Сувениры","t","f","f",,"-1130.82","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"596","18/4/2024 23:06:00","7242.39","TJS","ЅМ","Оплата Фитнес Ресторан аэропорт #585","21","Фитнес","t","f","f",,"-7242.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"597","23/9/2025 18:03:00","97.75","RUB","₽","Заказ Покупки Магазин возле дома #586","7","Покупки","t","f","f",,"-97.75","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"598","29/3/2025 14:06:00","332405.32","RUB","₽","Приобретение Зарплата Онлайн на рынке #587","16","Зарплата","f","f","f",,"332405.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"599","29/11/2025 20:11:00","894.79","RUB","₽","Оплата Красота и здоровье Кафе онлайн #588","11","Красота и здоровье","t","f","f",,"-894.79","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"600","1/6/2024 03:35:00","2948.77","RUB","₽","Оплата Одежда и обувь Филиал в центре #589","8","Одежда и обувь","t","f","f",,"-2948.77","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"601","13/6/2024 23:51:00","2361.08","RUB","₽","Приобретение Аптека Филиал онлайн #590","20","Аптека","t","f","f",,"-2361.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"602","10/3/2024 13:49:00","2469.05","RUB","₽","Покупка Онлайн-курсы Офис на рынке #591","23","Онлайн-курсы","t","f","f",,"-2469.05","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"603","11/11/2025 22:15:00","139.68","RUB","₽","Приобретение Кафе и рестораны Магазин улица #592","2","Кафе и рестораны","t","f","f",,"-139.68","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"604","2/1/2024 05:15:00","69.72","RUB","₽","Покупка Сувениры Магазин аэропорт #593","27","Сувениры","t","f","f",,"-69.72","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"605","14/9/2025 11:09:00","204515.24","EUR","€","Приобретение Одежда и обувь Магазин улица #594","8","Одежда и обувь","t","f","f",,"-204515.24","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"606","27/11/2024 00:07:00","2579.68","RUB","₽","Приобретение Коммунальные услуги Кафе в центре #595","12","Коммунальные услуги","t","f","f",,"-2579.68","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"607","6/4/2025 00:57:00","66.63","RUB","₽","Оплата заказа Продукты питания Сайт на рынке #596","1","Продукты питания","t","f","t",,"-66.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"608","6/6/2024 18:02:00","85.83","RUB","₽","Оплата Сувениры Филиал в центре #597","27","Сувениры","t","f","f",,"-85.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"609","15/9/2025 08:11:00","347.77","RUB","₽","Оплата заказа Машина Офис аэропорт #598","6","Машина","t","f","f",,"-347.77","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"610","10/7/2025 21:47:00","48.66","RUB","₽","Оплата заказа Транспорт Онлайн в центре #599","3","Транспорт","t","f","f",,"-48.66","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"611","12/5/2025 22:22:00","70.2","RUB","₽","Оплата заказа Такси Супермаркет на рынке #600","4","Такси","t","f","f",,"-70.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"612","11/9/2024 07:09:00","4118.03","RUB","₽","Оплата заказа Онлайн-курсы Онлайн вокзал #601","23","Онлайн-курсы","t","f","f",,"-4118.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"613","21/11/2025 04:21:00","114.98","RUB","₽","Покупка Сувениры Офис возле дома #602","27","Сувениры","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
